นิติบุคคลจัดตั้งเดือนตุลาคม 2561,,,,,,,,,,,
ทั่วประเทศ,,,,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,ตำบล,อำเภอ,จังหวัด,"รหัส
ไปรษณีย์"
38,0213561002500,หจ.ระยอง พลาสเทค,31/10/2561," 1,000,000 ",46695,ซื้อขายวัสดุเหลือใช้ทุกประเภทรวมทั้งนำมาแปรรูปเพื่อนำมาผลิตสินค้าที่เกี่ยวข้องกับเศษวัสดุ,232/3  หมู่ที่ 7,ต.ตะพง,อ.เมืองระยอง,จ.ระยอง,21000
39,0215561008259,บจ.ทิวไร่ จำกัด,1/10/2561," 1,000,000 ",46900,ประกอบกิจการ ศูนย์กระจายสินค้า ค้าส่ง ค้าปลีก สินค้าอุปโภคบริโภคและแบ่งบรรจุ เช่น น้ำตาล เป็นต้น,4/16  หมู่ที่ 3,ต.เชิงเนิน,อ.เมืองระยอง,จ.ระยอง,21000
40,0215561008283,บจ.สแนคไทย จำกัด,1/10/2561," 1,000,000 ",10711,ผลิตและจำหน่ายขนมปัง เค้ก และเฟสตรี,6/4  หมู่ที่ 4,ต.ทับมา,อ.เมืองระยอง,จ.ระยอง,21000
41,0215561008291,บจ.ฮวดเจริญ อลูมิเนียม จำกัด,1/10/2561," 1,000,000 ",47524,การค้าอลูมิเนียม อุปกรร์ที่เกี่ยวข้องกันทุกประเภท,88/89  หมู่ที่ 2,ต.เชิงเนิน,อ.เมืองระยอง,จ.ระยอง,21000
42,0215561008381,บจ.รัชดากรุ๊ป โซลูชั่น จำกัด,5/10/2561," 1,000,000 ",62012,ให้บริการ จัดทำ จัดเตรียม และสร้างระบบปฎิบัติงานตามมาตฐานคุณภาพอุตสาหกรรมที่ลูกค้ากำหนด ให้บริการสอบเทียบ ซ่อมบำรุง แก้ไข และตัดแปลงอุปกรณ์,44/19  หมู่ที่ 5,ต.ทับมา,อ.เมืองระยอง,จ.ระยอง,21000
43,0215561008453,บจ.แอคเซส เซอร์วิส แอนด์ ซัพพลาย จำกัด,8/10/2561," 1,000,000 ",33190,ประกอบกิจการให้บริการซ่อมแซม บำรุงรักษา อุปกรณ์ทำความสะอาดทุกประเภท,13/99  หมู่ที่ 6,ต.เชิงเนิน,อ.เมืองระยอง,จ.ระยอง,21000
44,0215561008496,บจ.แหลมเจริญรีไซเคิล จำกัด,9/10/2561," 1,000,000 ",47735,ซื้อ จำหน่ายน้ำมันดีเซล น้ำมันเตา น้ำมันดำ น้ำมันเก่าและน้ำมันเชื้อเพลิง,99/128  ถนนวัดโขดหิน-เขาไผ่,ต.ทับมา,อ.เมืองระยอง,จ.ระยอง,21000
45,0215561008500,บจ.คิดส์แอนด์ทอยส์ เทรดดิ้ง จำกัด,9/10/2561," 1,000,000 ",46434,จัดซื้อ จัดหาสื่อพัฒนาการเด็ก สื่อการเรียนรู้ อุปกรณ์เพื่อการศึกษา เครื่องเล่นภาคสนาม,32/31  หมู่ที่ 4,ต.น้ำคอก,อ.เมืองระยอง,จ.ระยอง,21000
46,0215561008585,บจ.ตะพง ฟรุ๊ต กรุ๊ป จำกัด,10/10/2561," 1,000,000 ",10309,การแปรรูปผลไม้ตามฤดุกาล,5  หมู่ที่ 3,ต.ตะพง,อ.เมืองระยอง,จ.ระยอง,21000
47,0215561009026,บจ.ดีโฮม พร็อพเพอร์ตี้ จำกัด,30/10/2561," 1,000,000 ",68102,พัฒนาที่ดิน อสังหาริมทรัพย์,98/1  ถนนจันทอุดม,ต.เชิงเนิน,อ.เมืองระยอง,จ.ระยอง,21000
48,0215561009051,บจ.แอ๊ดวานซ์ เอ็นจิเนียริ่ง แอนด์ อินสตอลเลชั่น จำกัด,31/10/2561," 1,000,000 ",46593,จำหน่ายติดตั้ง และบริการเครื่องจักรกลและอะไหล่ที่ใช้ในโรงงานอุตสาหกรรม,35  ถนนชุมพล,ต.ท่าประดู่,อ.เมืองระยอง,จ.ระยอง,21000
49,0215561008542,บจ.สวีทมิลเลี่ยน จำกัด,10/10/2561," 1,000,000 ",47215,ขายปลีกผลิตภัณฑ์ขนมปังทุกชนิด,6/9  ซอยหนองแตงโม,ต.ทางเกวียน,อ.แกลง,จ.ระยอง,21110
50,0215561008593,บจ.เลอ ไอวี จำกัด,11/10/2561," 1,000,000 ",68101,ประกอบกิจการซื้อขายอสังหาริมทรัพย์ ที่ดิน บ้านพักอาศัย อาคารพาณิชย์ อาคารชุดแฟรตและบ้านจัดสรร,5  ถนนหนองกันเกรา,ต.ทางเกวียน,อ.แกลง,จ.ระยอง,21110
51,0215561008771,บจ.เทอร์บิวแลนซ์ จำกัด,19/10/2561," 1,000,000 ",71102,กิจกรรมงานวิศวกรรมและการให้คำปรึกษาทางด้านเทคนิค ที่เกี่ยวข้อง,200/46  ถนนสุขุมวิท,ต.ทางเกวียน,อ.แกลง,จ.ระยอง,21110
52,0215561008801,บจ.ราศรี รีเทล จำกัด,19/10/2561," 1,000,000 ",47113,ร้านสะดวกซื้อ,401/14-15,ต.วังหว้า,อ.แกลง,จ.ระยอง,21110
53,0215561008984,บจ.ตัง รา สิน จำกัด,30/10/2561," 1,000,000 ",68104,การเช่าและการดำเนินการเกี่ยวกับอสังหาริมทรัพย์ที่เป็นของ ตนเองหรือเช่าจากผู้อื่นที่ไม่ใช่เพื่อเป็นที่พักอาศัย,200/46  ถนนสุขุมวิท,ต.ทางเกวียน,อ.แกลง,จ.ระยอง,21110
54,0213561002372,หจ.น้ำลึกทรายทอง,22/10/2561," 1,000,000 ",08103,ขุด ล้าง คัดขนาดและจำหน่ายทรายบก รวมถึงทรายอื่นๆ ทุกชนิด,365  หมู่ที่ 9,ต.หนองบัว,อ.บ้านค่าย,จ.ระยอง,21120
55,0215561008372,บจ.ยูโร เน็ตเวิร์ค จำกัด,4/10/2561," 1,000,000 ",43210,ประกอบกิจการรับเหมาติดตั้ง เน็คเวิร์ค เช่น ติดตั้งระบบหลักอินเตอร์เน็ต ไฟเบอร์ออฟติก เป็นต้น,223/4  หมู่บ้าน คลองน้ำเย็น หมู่ที่ 1,ต.หนองละลอก,อ.บ้านค่าย,จ.ระยอง,21120
56,0215561008551,บจ.ท็อป เซละเบิล กรุ๊ป จำกัด,10/10/2561," 1,000,000 ",82110,รับเป็นผู้บริหารงานเกี่ยวกับด้านพาณิชยกรรม อุตสาหกรรม การตลาด และการจัดจำหน่ายเป็นต้น,9/20  หมู่ที่ 5,ต.ตาขัน,อ.บ้านค่าย,จ.ระยอง,21120
57,0215561008569,บจ.แพลนเน็ท รอยัล พลัส จำกัด,10/10/2561," 1,000,000 ",56302,จำหน่ายอาหารและเครื่องดื่ม ประเภทร้านกาแฟและเบเกอรี่,9/19  หมู่ที่ 5,ต.ตาขัน,อ.บ้านค่าย,จ.ระยอง,21120
58,0215561008755,บจ.ธราภณ 9 จำกัด,19/10/2561," 1,000,000 ",41001,ก่อสร้างอาคารเป็นที่พักอาศัยทุกประเภท บ้านเดี่ยว อาคารที่อยู่อาศัยรวมอาคารสูง,148/49  หมู่ที่ 11,ต.หนองละลอก,อ.บ้านค่าย,จ.ระยอง,21120
59,0215561008836,บจ.ดิเอมเมอรัลด์ แอคเคาน์ติ้ง แอนด์ คอนซัลท์ เซอร์วิส จำกัด,22/10/2561," 1,000,000 ",69200,ประกอบกิจการด้านบัญชี ตรวจสอบบัญชี วางระบบบัญชีรูปแบบ ให้คำปรึกษา จัดอบรมและสัมนา ด้านบัญชีและภาษี,88/2  หมู่ที่ 2,ต.ชากบก,อ.บ้านค่าย,จ.ระยอง,21120
